LAT,LON,YEAR,MO,DY,RH2M,T2M
6.79601,79.90121,2001,9,21,83.75,26.76
6.79601,79.90121,2001,9,22,82.26,26.79
6.79601,79.90121,2001,9,23,83.62,26.61
6.79601,79.90121,2001,9,24,85.25,26.25
6.79601,79.90121,2001,9,25,86.57,26.15
6.79601,79.90121,2001,9,26,83.67,26.31
6.79601,79.90121,2001,9,27,82.93,26.65
6.79601,79.90121,2001,9,28,86.11,26.63
6.79601,79.90121,2001,9,29,85.46,26.66
6.79601,79.90121,2001,9,30,85.98,26.76
6.79601,79.90121,2001,10,1,85.53,26.95
6.79601,79.90121,2001,10,2,85.05,26.88
6.79601,79.90121,2001,10,3,88.77,26.15
6.79601,79.90121,2001,10,4,88.28,25.56
6.79601,79.90121,2001,10,5,84.9,26.3
6.79601,79.90121,2001,10,6,83.51,26.94
6.79601,79.90121,2001,10,7,83.59,27.1
6.79601,79.90121,2001,10,8,83.82,27.03
6.79601,79.90121,2001,10,9,83.3,26.78
6.79601,79.90121,2001,10,10,84.97,26.53
6.79601,79.90121,2001,10,11,85.02,26.56
6.79601,79.90121,2001,10,12,86.06,26.6
6.79601,79.90121,2001,10,13,86.9,26.47
6.79601,79.90121,2001,10,14,88.17,26.2
6.79601,79.90121,2001,10,15,87.22,26.46
6.79601,79.90121,2001,10,16,87,26.54
6.79601,79.90121,2001,10,17,87.55,26.53
6.79601,79.90121,2001,10,18,84.46,26.39
6.79601,79.90121,2001,10,19,86.54,26.27
6.79601,79.90121,2001,10,20,86.93,26.18
6.79601,79.90121,2001,10,21,86.78,26.42
6.79601,79.90121,2001,10,22,90.01,26.21
6.79601,79.90121,2001,10,23,87.77,26.36
6.79601,79.90121,2001,10,24,84.86,26.27
6.79601,79.90121,2001,10,25,86.83,26.53
6.79601,79.90121,2001,10,26,87.43,26.55
6.79601,79.90121,2001,10,27,83.65,26.68
6.79601,79.90121,2001,10,28,79.63,26.89
6.79601,79.90121,2001,10,29,85.8,26.41
6.79601,79.90121,2001,10,30,85.95,26.7
6.79601,79.90121,2001,10,31,81.64,26.98
6.79601,79.90121,2001,11,1,78.84,27.13
6.79601,79.90121,2001,11,2,75.4,27.62
6.79601,79.90121,2001,11,3,81.2,26.91
6.79601,79.90121,2001,11,4,84.51,26.77
6.79601,79.90121,2001,11,5,86.04,26.56
6.79601,79.90121,2001,11,6,84.87,26.7
6.79601,79.90121,2001,11,7,82.65,26.94
6.79601,79.90121,2001,11,8,84.4,26.87
6.79601,79.90121,2001,11,9,87.67,26.9
6.79601,79.90121,2001,11,10,89.17,26.79
6.79601,79.90121,2001,11,11,81.66,26.91
6.79601,79.90121,2001,11,12,80.38,26.83
6.79601,79.90121,2001,11,13,83.69,26.43
6.79601,79.90121,2001,11,14,87.69,26.11
6.79601,79.90121,2001,11,15,88.21,25.5
6.79601,79.90121,2001,11,16,88.29,25.84
6.79601,79.90121,2001,11,17,82.13,26.51
6.79601,79.90121,2001,11,18,88.31,26.46
6.79601,79.90121,2001,11,19,81.84,27.03
6.79601,79.90121,2001,11,20,78.01,27.48
6.79601,79.90121,2001,11,21,85.45,27.22
6.79601,79.90121,2001,11,22,89.25,26.58
6.79601,79.90121,2001,11,23,86.03,26.28
6.79601,79.90121,2001,11,24,75.77,27.11
6.79601,79.90121,2001,11,25,74.98,27.11
6.79601,79.90121,2001,11,26,76.83,27.13
6.79601,79.90121,2001,11,27,75.74,26.95
6.79601,79.90121,2001,11,28,74.79,27.29
6.79601,79.90121,2001,11,29,74.94,27.36
6.79601,79.90121,2001,11,30,73.8,26.95
6.79601,79.90121,2001,12,1,77.25,26.88
6.79601,79.90121,2001,12,2,77.92,27.33
6.79601,79.90121,2001,12,3,82.63,26.37
6.79601,79.90121,2001,12,4,79.77,26.81
6.79601,79.90121,2001,12,5,78.41,26.9
6.79601,79.90121,2001,12,6,83.04,26.72
6.79601,79.90121,2001,12,7,83.57,26.18
6.79601,79.90121,2001,12,8,76.43,26.5
6.79601,79.90121,2001,12,9,71.83,27.05
6.79601,79.90121,2001,12,10,74.17,26.76
6.79601,79.90121,2001,12,11,74.16,26.75
6.79601,79.90121,2001,12,12,73.16,26.54
6.79601,79.90121,2001,12,13,68.11,26.14
6.79601,79.90121,2001,12,14,68.85,26.48
6.79601,79.90121,2001,12,15,66.7,26.31
6.79601,79.90121,2001,12,16,70.2,26.32
6.79601,79.90121,2001,12,17,79.15,26.86
6.79601,79.90121,2001,12,18,82.38,26.69
6.79601,79.90121,2001,12,19,81.52,26.9
6.79601,79.90121,2001,12,20,87.11,26.47
6.79601,79.90121,2001,12,21,86.56,26.97
6.79601,79.90121,2001,12,22,84.62,26.26
6.79601,79.90121,2001,12,23,84.22,25.98
6.79601,79.90121,2001,12,24,83.32,26.18
6.79601,79.90121,2001,12,25,80.74,26.5
6.79601,79.90121,2001,12,26,78.13,27
6.79601,79.90121,2001,12,27,78.95,26.99
6.79601,79.90121,2001,12,28,79.44,27.09
6.79601,79.90121,2001,12,29,75.83,27.3
6.79601,79.90121,2001,12,30,80.13,26.42
6.79601,79.90121,2001,12,31,81.67,26.46
6.79601,79.90121,2002,1,1,78.59,26.91
6.79601,79.90121,2002,1,2,79.9,26.86
6.79601,79.90121,2002,1,3,79.84,26.95
6.79601,79.90121,2002,1,4,81.36,26.88
6.79601,79.90121,2002,1,5,79.65,26.84
6.79601,79.90121,2002,1,6,79.91,26.92
6.79601,79.90121,2002,1,7,77.04,27.45
6.79601,79.90121,2002,1,8,73.47,27.69
6.79601,79.90121,2002,1,9,72.93,27.77
6.79601,79.90121,2002,1,10,75.25,27.74
6.79601,79.90121,2002,1,11,76.69,27.46
6.79601,79.90121,2002,1,12,73.86,26.74
6.79601,79.90121,2002,1,13,68.42,25.85
6.79601,79.90121,2002,1,14,65.28,26.02
6.79601,79.90121,2002,1,15,66.3,25.91
6.79601,79.90121,2002,1,16,64.74,25.76
6.79601,79.90121,2002,1,17,63.3,26
6.79601,79.90121,2002,1,18,64.99,26.17
6.79601,79.90121,2002,1,19,70.12,26.81
6.79601,79.90121,2002,1,20,74.65,27.05
6.79601,79.90121,2002,1,21,74.22,27.88
6.79601,79.90121,2002,1,22,70.49,28.42
6.79601,79.90121,2002,1,23,71.81,28.21
6.79601,79.90121,2002,1,24,75.03,27.85
6.79601,79.90121,2002,1,25,70.79,27.96
6.79601,79.90121,2002,1,26,67.95,27.85
6.79601,79.90121,2002,1,27,68.44,27.22
6.79601,79.90121,2002,1,28,73.26,26.61
6.79601,79.90121,2002,1,29,70.3,27.14
6.79601,79.90121,2002,1,30,70.29,27.8
6.79601,79.90121,2002,1,31,81.22,27.24
6.79601,79.90121,2002,2,1,86.19,26.81
6.79601,79.90121,2002,2,2,77.89,27.61
6.79601,79.90121,2002,2,3,77.84,27.74
6.79601,79.90121,2002,2,4,77.58,27.56
6.79601,79.90121,2002,2,5,74.74,27.87
6.79601,79.90121,2002,2,6,65.65,28.01
6.79601,79.90121,2002,2,7,64.98,27.43
6.79601,79.90121,2002,2,8,64.66,27.23
6.79601,79.90121,2002,2,9,66.92,27.78
6.79601,79.90121,2002,2,10,79.75,27.11
6.79601,79.90121,2002,2,11,77.39,27.4
6.79601,79.90121,2002,2,12,76.08,27.27
6.79601,79.90121,2002,2,13,70.75,27.75
6.79601,79.90121,2002,2,14,71.9,28
6.79601,79.90121,2002,2,15,72.06,27.88
6.79601,79.90121,2002,2,16,68.93,27.66
6.79601,79.90121,2002,2,17,66.38,27.43
6.79601,79.90121,2002,2,18,68,27.9
6.79601,79.90121,2002,2,19,68.76,28.15
6.79601,79.90121,2002,2,20,68.97,28.18
6.79601,79.90121,2002,2,21,65.81,28.54
6.79601,79.90121,2002,2,22,63.88,28.47
6.79601,79.90121,2002,2,23,64.46,28.15
6.79601,79.90121,2002,2,24,65.55,27.83
6.79601,79.90121,2002,2,25,66.56,28.14
6.79601,79.90121,2002,2,26,71.6,28.12
6.79601,79.90121,2002,2,27,74.57,27.75
6.79601,79.90121,2002,2,28,72.63,28.1
6.79601,79.90121,2002,3,1,69.47,28.59
6.79601,79.90121,2002,3,2,65.29,28.64
6.79601,79.90121,2002,3,3,61.97,28.28
6.79601,79.90121,2002,3,4,64.37,28.35
6.79601,79.90121,2002,3,5,68.13,28.38
6.79601,79.90121,2002,3,6,77.1,27.9
6.79601,79.90121,2002,3,7,79.58,27.65
6.79601,79.90121,2002,3,8,80.59,27.52
6.79601,79.90121,2002,3,9,62.16,28.79
6.79601,79.90121,2002,3,10,64.04,29.02
6.79601,79.90121,2002,3,11,61.95,28.72
6.79601,79.90121,2002,3,12,63.59,28.51
6.79601,79.90121,2002,3,13,67.21,28.69
6.79601,79.90121,2002,3,14,71.01,28.29
6.79601,79.90121,2002,3,15,71.22,28.36
6.79601,79.90121,2002,3,16,75.06,28.26
6.79601,79.90121,2002,3,17,69.92,28.76
6.79601,79.90121,2002,3,18,65.12,28.83
6.79601,79.90121,2002,3,19,63.22,29.19
6.79601,79.90121,2002,3,20,65.39,29.43
6.79601,79.90121,2002,3,21,68.11,28.56
6.79601,79.90121,2002,3,22,72.86,28.26
6.79601,79.90121,2002,3,23,73.74,28.15
6.79601,79.90121,2002,3,24,74.96,28.22
6.79601,79.90121,2002,3,25,72.16,28.47
6.79601,79.90121,2002,3,26,75.33,28.3
6.79601,79.90121,2002,3,27,76.31,28.43
6.79601,79.90121,2002,3,28,77.99,28.28
6.79601,79.90121,2002,3,29,76.13,28.62
6.79601,79.90121,2002,3,30,80.1,28.26
6.79601,79.90121,2002,3,31,78.86,28.26
6.79601,79.90121,2002,4,1,83.69,27.74
6.79601,79.90121,2002,4,2,81.84,27.42
6.79601,79.90121,2002,4,3,76.95,28.22
6.79601,79.90121,2002,4,4,80.89,27.92
6.79601,79.90121,2002,4,5,77.46,28.13
6.79601,79.90121,2002,4,6,71.62,28.49
6.79601,79.90121,2002,4,7,72.71,28.62
6.79601,79.90121,2002,4,8,76.13,28.17
6.79601,79.90121,2002,4,9,81.77,27.36
6.79601,79.90121,2002,4,10,74.37,28.37
6.79601,79.90121,2002,4,11,72.14,29.09
6.79601,79.90121,2002,4,12,81.32,27.94
6.79601,79.90121,2002,4,13,82.13,27.78
6.79601,79.90121,2002,4,14,81.92,27.42
6.79601,79.90121,2002,4,15,79.6,27.66
6.79601,79.90121,2002,4,16,78.47,27.96
6.79601,79.90121,2002,4,17,81.08,27.76
6.79601,79.90121,2002,4,18,83.84,27.48
6.79601,79.90121,2002,4,19,81.68,27.79
6.79601,79.90121,2002,4,20,82.95,27.59
6.79601,79.90121,2002,4,21,85.55,27
6.79601,79.90121,2002,4,22,80.42,27.49
6.79601,79.90121,2002,4,23,79.91,28.21
6.79601,79.90121,2002,4,24,79.34,28.32
6.79601,79.90121,2002,4,25,78.3,28.07
6.79601,79.90121,2002,4,26,82.49,27.65
6.79601,79.90121,2002,4,27,88.58,27.05
6.79601,79.90121,2002,4,28,82.24,27.9
6.79601,79.90121,2002,4,29,81.88,27.78
6.79601,79.90121,2002,4,30,82.29,27.72
6.79601,79.90121,2002,5,1,82.95,27.93
6.79601,79.90121,2002,5,2,88.03,27.17
6.79601,79.90121,2002,5,3,87.8,27.27
6.79601,79.90121,2002,5,4,84.32,27.57
6.79601,79.90121,2002,5,5,85.05,27.55
6.79601,79.90121,2002,5,6,85.64,27.8
6.79601,79.90121,2002,5,7,84.46,27.48
6.79601,79.90121,2002,5,8,81.85,28.35
6.79601,79.90121,2002,5,9,84.36,28.67
6.79601,79.90121,2002,5,10,81.99,28.56
6.79601,79.90121,2002,5,11,84.85,28.68
6.79601,79.90121,2002,5,12,87.8,28.73
6.79601,79.90121,2002,5,13,84.74,28.79
6.79601,79.90121,2002,5,14,84.23,28.61
6.79601,79.90121,2002,5,15,83.7,28.77
6.79601,79.90121,2002,5,16,81.83,28.88
6.79601,79.90121,2002,5,17,81.35,28.72
6.79601,79.90121,2002,5,18,84.51,28.4
6.79601,79.90121,2002,5,19,83.34,28.28
6.79601,79.90121,2002,5,20,81.38,28.58
6.79601,79.90121,2002,5,21,80.95,28.57
6.79601,79.90121,2002,5,22,82.23,28.2
6.79601,79.90121,2002,5,23,85.03,27.81
6.79601,79.90121,2002,5,24,84.09,27.62
6.79601,79.90121,2002,5,25,86.11,26.92
6.79601,79.90121,2002,5,26,82.29,27.36
6.79601,79.90121,2002,5,27,83.65,27.78
6.79601,79.90121,2002,5,28,83.36,27.98
6.79601,79.90121,2002,5,29,82.4,27.58
6.79601,79.90121,2002,5,30,84.32,27.55
6.79601,79.90121,2002,5,31,86.69,27.37
6.79601,79.90121,2002,6,1,86.51,26.95
6.79601,79.90121,2002,6,2,84.28,27.18
6.79601,79.90121,2002,6,3,86.8,26.97
6.79601,79.90121,2002,6,4,85.59,27.37
6.79601,79.90121,2002,6,5,84.99,27.81
6.79601,79.90121,2002,6,6,85.36,27.24
6.79601,79.90121,2002,6,7,86.2,27.03
6.79601,79.90121,2002,6,8,88.13,27.16
6.79601,79.90121,2002,6,9,86.99,27.34
6.79601,79.90121,2002,6,10,88.59,26.85
6.79601,79.90121,2002,6,11,86.31,26.58
6.79601,79.90121,2002,6,12,86.98,26.47
6.79601,79.90121,2002,6,13,87.61,26.56
6.79601,79.90121,2002,6,14,86.94,26.61
6.79601,79.90121,2002,6,15,86.6,26.51
6.79601,79.90121,2002,6,16,85.93,26.92
6.79601,79.90121,2002,6,17,85.64,26.72
6.79601,79.90121,2002,6,18,88.21,26.76
6.79601,79.90121,2002,6,19,87.95,26.94
6.79601,79.90121,2002,6,20,90.09,26.78
6.79601,79.90121,2002,6,21,88.65,27.02
6.79601,79.90121,2002,6,22,88.68,26.97
6.79601,79.90121,2002,6,23,89.85,26.93
6.79601,79.90121,2002,6,24,87.94,27.2
6.79601,79.90121,2002,6,25,84.45,27.54
6.79601,79.90121,2002,6,26,84.19,27.76
6.79601,79.90121,2002,6,27,82.25,27.65
6.79601,79.90121,2002,6,28,78.45,27.77
6.79601,79.90121,2002,6,29,80.7,27.23
6.79601,79.90121,2002,6,30,82.69,26.95
6.79601,79.90121,2002,7,1,84.83,27.01
6.79601,79.90121,2002,7,2,84.99,27.07
6.79601,79.90121,2002,7,3,83.76,27.19
6.79601,79.90121,2002,7,4,83.07,27.41
6.79601,79.90121,2002,7,5,81,27.6
6.79601,79.90121,2002,7,6,80.48,27.6
6.79601,79.90121,2002,7,7,81.15,27.49
6.79601,79.90121,2002,7,8,79.18,27.5
6.79601,79.90121,2002,7,9,80.6,27.45
6.79601,79.90121,2002,7,10,81.31,27.41
6.79601,79.90121,2002,7,11,80.55,27.26
6.79601,79.90121,2002,7,12,84.45,26.97
6.79601,79.90121,2002,7,13,83.38,26.78
6.79601,79.90121,2002,7,14,82.71,26.54
6.79601,79.90121,2002,7,15,84.96,26.46
6.79601,79.90121,2002,7,16,83.82,26.37
6.79601,79.90121,2002,7,17,83.26,26.25
6.79601,79.90121,2002,7,18,85.8,26.14
6.79601,79.90121,2002,7,19,86.29,26.13
6.79601,79.90121,2002,7,20,87.32,26.2
6.79601,79.90121,2002,7,21,86.87,26.24
6.79601,79.90121,2002,7,22,88.32,26.08
6.79601,79.90121,2002,7,23,87.84,26
6.79601,79.90121,2002,7,24,86.96,26.36
6.79601,79.90121,2002,7,25,85.56,26.51
6.79601,79.90121,2002,7,26,85.52,26.33
6.79601,79.90121,2002,7,27,87.89,26
6.79601,79.90121,2002,7,28,89.02,25.97
6.79601,79.90121,2002,7,29,90.23,25.87
6.79601,79.90121,2002,7,30,90.65,25.77
6.79601,79.90121,2002,7,31,91.24,25.38
6.79601,79.90121,2002,8,1,88.03,25.62
6.79601,79.90121,2002,8,2,88.13,25.25
6.79601,79.90121,2002,8,3,89.8,25.08
6.79601,79.90121,2002,8,4,88.52,25.57
6.79601,79.90121,2002,8,5,89.43,25.58
6.79601,79.90121,2002,8,6,89.99,25.68
6.79601,79.90121,2002,8,7,90.21,25.63
6.79601,79.90121,2002,8,8,89.83,25.67
6.79601,79.90121,2002,8,9,87.58,25.83
6.79601,79.90121,2002,8,10,88.73,25.81
6.79601,79.90121,2002,8,11,87.13,26.09
6.79601,79.90121,2002,8,12,85.33,26.52
6.79601,79.90121,2002,8,13,84.96,26.46
6.79601,79.90121,2002,8,14,84.54,26.77
6.79601,79.90121,2002,8,15,85.71,26.79
6.79601,79.90121,2002,8,16,89.26,26.36
6.79601,79.90121,2002,8,17,88.19,25.91
6.79601,79.90121,2002,8,18,86.56,26.49
6.79601,79.90121,2002,8,19,86.43,26.64
6.79601,79.90121,2002,8,20,88.35,26.54
6.79601,79.90121,2002,8,21,89.66,26.41
6.79601,79.90121,2002,8,22,87.53,26.47
6.79601,79.90121,2002,8,23,87.57,26.6
6.79601,79.90121,2002,8,24,86.58,26.58
6.79601,79.90121,2002,8,25,84.34,26.66
6.79601,79.90121,2002,8,26,83.61,26.65
6.79601,79.90121,2002,8,27,84.99,26.74
6.79601,79.90121,2002,8,28,84.8,26.79
6.79601,79.90121,2002,8,29,84.08,26.94
6.79601,79.90121,2002,8,30,83.25,27.15
6.79601,79.90121,2002,8,31,80.44,27.3
6.79601,79.90121,2002,9,1,79.78,27.39
6.79601,79.90121,2002,9,2,78.5,27.56
6.79601,79.90121,2002,9,3,78.04,27.41
6.79601,79.90121,2002,9,4,77.75,27.6
6.79601,79.90121,2002,9,5,76.17,27.45
6.79601,79.90121,2002,9,6,78.73,27.38
6.79601,79.90121,2002,9,7,76.78,27.26
6.79601,79.90121,2002,9,8,75.29,27.42
6.79601,79.90121,2002,9,9,77.41,27.4
6.79601,79.90121,2002,9,10,77.55,27.37
6.79601,79.90121,2002,9,11,78.97,27.55
6.79601,79.90121,2002,9,12,79.41,27.61
6.79601,79.90121,2002,9,13,78.41,27.69
6.79601,79.90121,2002,9,14,78.04,27.59
6.79601,79.90121,2002,9,15,78.37,27.3
6.79601,79.90121,2002,9,16,79.82,27.12
6.79601,79.90121,2002,9,17,79.56,27.28
6.79601,79.90121,2002,9,18,80.82,27.33
6.79601,79.90121,2002,9,19,80.63,27.27
6.79601,79.90121,2002,9,20,77.93,27.47
6.79601,79.90121,2002,9,21,78.71,27.67
6.79601,79.90121,2002,9,22,80.25,27.62
6.79601,79.90121,2002,9,23,80.49,27.67
6.79601,79.90121,2002,9,24,81.68,27.59
6.79601,79.90121,2002,9,25,81.81,27.37
6.79601,79.90121,2002,9,26,81.4,27.31
6.79601,79.90121,2002,9,27,79.44,27.61
6.79601,79.90121,2002,9,28,81.39,27.37
6.79601,79.90121,2002,9,29,82.73,27.11
6.79601,79.90121,2002,9,30,82.18,27.08
6.79601,79.90121,2002,10,1,84.82,26.02
6.79601,79.90121,2002,10,2,81.22,26.8
6.79601,79.90121,2002,10,3,79.71,27.29
6.79601,79.90121,2002,10,4,84.91,26.77
6.79601,79.90121,2002,10,5,80.13,27.03
6.79601,79.90121,2002,10,6,82.77,26.6
6.79601,79.90121,2002,10,7,87.56,25.93
6.79601,79.90121,2002,10,8,86.85,26.23
6.79601,79.90121,2002,10,9,87.23,26.57
6.79601,79.90121,2002,10,10,84.24,27.08
6.79601,79.90121,2002,10,11,80.93,27.47
6.79601,79.90121,2002,10,12,83.19,27.53
6.79601,79.90121,2002,10,13,82.72,27.69
6.79601,79.90121,2002,10,14,84.58,27.28
6.79601,79.90121,2002,10,15,85.97,26.73
6.79601,79.90121,2002,10,16,86.14,26.83
6.79601,79.90121,2002,10,17,86.05,26.58
6.79601,79.90121,2002,10,18,86.97,26.23
6.79601,79.90121,2002,10,19,86.48,26.32
6.79601,79.90121,2002,10,20,87.89,26.16
6.79601,79.90121,2002,10,21,83.64,26.54
6.79601,79.90121,2002,10,22,85.33,25.83
6.79601,79.90121,2002,10,23,86.64,26.26
6.79601,79.90121,2002,10,24,87.87,26.43
6.79601,79.90121,2002,10,25,86.07,26.72
6.79601,79.90121,2002,10,26,85.04,26.68
6.79601,79.90121,2002,10,27,83.03,27.15
6.79601,79.90121,2002,10,28,84.25,26.88
6.79601,79.90121,2002,10,29,82.29,26.84
6.79601,79.90121,2002,10,30,88.06,26.03
6.79601,79.90121,2002,10,31,88.39,26.26
6.79601,79.90121,2002,11,1,84.37,26.74
6.79601,79.90121,2002,11,2,84.16,26.8
6.79601,79.90121,2002,11,3,84.13,26.79
6.79601,79.90121,2002,11,4,85.34,26.59
6.79601,79.90121,2002,11,5,85.3,26.27
6.79601,79.90121,2002,11,6,83.56,26.77
6.79601,79.90121,2002,11,7,88.98,26.4
6.79601,79.90121,2002,11,8,85.34,26.5
6.79601,79.90121,2002,11,9,88.55,26.43
6.79601,79.90121,2002,11,10,88.2,26.46
6.79601,79.90121,2002,11,11,87.98,26.37
6.79601,79.90121,2002,11,12,86.54,26.84
6.79601,79.90121,2002,11,13,85.12,27.01
6.79601,79.90121,2002,11,14,84.97,26.86
6.79601,79.90121,2002,11,15,85.6,26.77
6.79601,79.90121,2002,11,16,86.09,26.71
6.79601,79.90121,2002,11,17,83.78,26.58
6.79601,79.90121,2002,11,18,89.61,25.8
6.79601,79.90121,2002,11,19,88.53,25.89
6.79601,79.90121,2002,11,20,85.22,25.74
6.79601,79.90121,2002,11,21,87.15,25.78
6.79601,79.90121,2002,11,22,87.6,25.74
6.79601,79.90121,2002,11,23,85.6,26.1
6.79601,79.90121,2002,11,24,81.53,26.67
6.79601,79.90121,2002,11,25,82.41,26.84
6.79601,79.90121,2002,11,26,86.64,26.85
6.79601,79.90121,2002,11,27,84.66,26.87
6.79601,79.90121,2002,11,28,79.07,26.89
6.79601,79.90121,2002,11,29,74.35,26.94
6.79601,79.90121,2002,11,30,74.39,26.45
6.79601,79.90121,2002,12,1,72.84,26.54
6.79601,79.90121,2002,12,2,75.41,27.04
6.79601,79.90121,2002,12,3,80.67,27.4
6.79601,79.90121,2002,12,4,86.01,27.01
6.79601,79.90121,2002,12,5,84.73,27.17
6.79601,79.90121,2002,12,6,86.01,26.83
6.79601,79.90121,2002,12,7,85.98,26.4
6.79601,79.90121,2002,12,8,84.1,26.98
6.79601,79.90121,2002,12,9,87.82,26.64
6.79601,79.90121,2002,12,10,87.32,26.03
6.79601,79.90121,2002,12,11,85.37,26.48
6.79601,79.90121,2002,12,12,85.54,26.61
6.79601,79.90121,2002,12,13,86.12,26.36
6.79601,79.90121,2002,12,14,87.85,26.52
6.79601,79.90121,2002,12,15,87.9,26.68
6.79601,79.90121,2002,12,16,88.72,26.69
6.79601,79.90121,2002,12,17,90.68,26.26
6.79601,79.90121,2002,12,18,90.21,26.13
6.79601,79.90121,2002,12,19,88.96,25.91
6.79601,79.90121,2002,12,20,81.82,26.14
6.79601,79.90121,2002,12,21,83.54,25.58
6.79601,79.90121,2002,12,22,85.94,25.58
6.79601,79.90121,2002,12,23,84.89,25.84
6.79601,79.90121,2002,12,24,84.68,26.22
6.79601,79.90121,2002,12,25,81.78,26.19
6.79601,79.90121,2002,12,26,78.37,25.62
6.79601,79.90121,2002,12,27,75.8,25.31
6.79601,79.90121,2002,12,28,75.32,25.12
6.79601,79.90121,2002,12,29,74.85,24.85
6.79601,79.90121,2002,12,30,76.88,25.02
6.79601,79.90121,2002,12,31,74.94,25.24
6.79601,79.90121,2003,1,1,74.16,25.29
6.79601,79.90121,2003,1,2,72.59,25.76
6.79601,79.90121,2003,1,3,76.77,25.9
6.79601,79.90121,2003,1,4,84.4,26.32
6.79601,79.90121,2003,1,5,88.41,26.2
6.79601,79.90121,2003,1,6,88.44,26.34
6.79601,79.90121,2003,1,7,88.19,26.19
6.79601,79.90121,2003,1,8,86.11,26.48
6.79601,79.90121,2003,1,9,83.14,26.51
6.79601,79.90121,2003,1,10,87.43,26.12
6.79601,79.90121,2003,1,11,81.94,26.61
6.79601,79.90121,2003,1,12,77.6,25.95
6.79601,79.90121,2003,1,13,75.12,25.86
6.79601,79.90121,2003,1,14,75.75,25.76
6.79601,79.90121,2003,1,15,84.17,25.82
6.79601,79.90121,2003,1,16,82.46,25.97
6.79601,79.90121,2003,1,17,83.6,26.1
6.79601,79.90121,2003,1,18,83.08,26.55
6.79601,79.90121,2003,1,19,85.68,26.45
6.79601,79.90121,2003,1,20,86.01,26.17
6.79601,79.90121,2003,1,21,85.97,26.27
6.79601,79.90121,2003,1,22,85.77,26.02
6.79601,79.90121,2003,1,23,83.64,26.07
6.79601,79.90121,2003,1,24,80.26,25.7
6.79601,79.90121,2003,1,25,78.79,25.94
6.79601,79.90121,2003,1,26,77.43,25.09
6.79601,79.90121,2003,1,27,77.45,25.01
6.79601,79.90121,2003,1,28,78.97,25.3
6.79601,79.90121,2003,1,29,77.03,25.16
6.79601,79.90121,2003,1,30,74.28,25.35
6.79601,79.90121,2003,1,31,77.89,26.23
6.79601,79.90121,2003,2,1,85.04,25.88
6.79601,79.90121,2003,2,2,82.34,26.51
6.79601,79.90121,2003,2,3,80.18,26.66
6.79601,79.90121,2003,2,4,80.97,26.76
6.79601,79.90121,2003,2,5,85.13,26.69
6.79601,79.90121,2003,2,6,85.67,26.63
6.79601,79.90121,2003,2,7,86.84,26.11
6.79601,79.90121,2003,2,8,83.8,26.53
6.79601,79.90121,2003,2,9,82.75,27.11
6.79601,79.90121,2003,2,10,81.98,27.36
6.79601,79.90121,2003,2,11,84.31,27.22
6.79601,79.90121,2003,2,12,85.38,26.97
6.79601,79.90121,2003,2,13,79.46,27.4
6.79601,79.90121,2003,2,14,80.87,27.56
6.79601,79.90121,2003,2,15,81.68,27.55
6.79601,79.90121,2003,2,16,77.22,27.66
6.79601,79.90121,2003,2,17,73.12,27.4
6.79601,79.90121,2003,2,18,71.25,27.43
6.79601,79.90121,2003,2,19,75.41,27.14
6.79601,79.90121,2003,2,20,74.34,27.12
6.79601,79.90121,2003,2,21,72.1,27.34
6.79601,79.90121,2003,2,22,74.03,27.46
6.79601,79.90121,2003,2,23,70.27,27.02
6.79601,79.90121,2003,2,24,69.51,26.89
6.79601,79.90121,2003,2,25,69.5,27.11
6.79601,79.90121,2003,2,26,69.43,27.35
6.79601,79.90121,2003,2,27,70.92,27.15
6.79601,79.90121,2003,2,28,66.97,27.1
6.79601,79.90121,2003,3,1,67.74,27.07
6.79601,79.90121,2003,3,2,67.82,27.16
6.79601,79.90121,2003,3,3,73.66,27.05
6.79601,79.90121,2003,3,4,75.97,26.9
6.79601,79.90121,2003,3,5,77.94,26.91
6.79601,79.90121,2003,3,6,78.35,27.49
6.79601,79.90121,2003,3,7,80.11,27.64
6.79601,79.90121,2003,3,8,71.89,28.14
6.79601,79.90121,2003,3,9,69.83,28.26
6.79601,79.90121,2003,3,10,66.99,28.19
6.79601,79.90121,2003,3,11,75.51,27.55
6.79601,79.90121,2003,3,12,75.65,27.78
6.79601,79.90121,2003,3,13,79.35,27.78
6.79601,79.90121,2003,3,14,80.65,27.65
6.79601,79.90121,2003,3,15,81.44,27.52
6.79601,79.90121,2003,3,16,82.69,27.45
6.79601,79.90121,2003,3,17,82.68,27.62
6.79601,79.90121,2003,3,18,82.91,27.55
6.79601,79.90121,2003,3,19,82.49,27.13
6.79601,79.90121,2003,3,20,84.05,27
6.79601,79.90121,2003,3,21,79.6,27.91
6.79601,79.90121,2003,3,22,72.03,28.56
6.79601,79.90121,2003,3,23,72.84,28.39
6.79601,79.90121,2003,3,24,80.68,27.75
6.79601,79.90121,2003,3,25,75,27.52
6.79601,79.90121,2003,3,26,74.25,27.78
6.79601,79.90121,2003,3,27,81.65,27.3
6.79601,79.90121,2003,3,28,77.65,27.72
6.79601,79.90121,2003,3,29,73.39,28.05
6.79601,79.90121,2003,3,30,73.64,28.23
6.79601,79.90121,2003,3,31,76.39,27.98
6.79601,79.90121,2003,4,1,78.42,28.15
6.79601,79.90121,2003,4,2,80.51,28.25
