LAT,LON,YEAR,MO,DY,RH2M,T2M
6.79601,79.90121,2009,10,23,69.34,27.28
6.79601,79.90121,2009,10,24,72.69,27.19
6.79601,79.90121,2009,10,25,74.17,27.36
6.79601,79.90121,2009,10,26,74.38,27.5
6.79601,79.90121,2009,10,27,80.7,26.92
6.79601,79.90121,2009,10,28,82.58,26.87
6.79601,79.90121,2009,10,29,80.12,27.33
6.79601,79.90121,2009,10,30,79.19,27.8
6.79601,79.90121,2009,10,31,80.45,27.51
6.79601,79.90121,2009,11,1,76.9,27.3
6.79601,79.90121,2009,11,2,78.47,27.51
6.79601,79.90121,2009,11,3,80.2,27.38
6.79601,79.90121,2009,11,4,85.58,26.7
6.79601,79.90121,2009,11,5,86.04,26.76
6.79601,79.90121,2009,11,6,85.99,26.9
6.79601,79.90121,2009,11,7,87.38,27.08
6.79601,79.90121,2009,11,8,87.58,26.88
6.79601,79.90121,2009,11,9,88.12,26.01
6.79601,79.90121,2009,11,10,81.82,26.39
6.79601,79.90121,2009,11,11,82.33,26.96
6.79601,79.90121,2009,11,12,84.83,27.24
6.79601,79.90121,2009,11,13,86.15,26.77
6.79601,79.90121,2009,11,14,87.29,27.02
6.79601,79.90121,2009,11,15,88.99,26.28
6.79601,79.90121,2009,11,16,85.16,26.6
6.79601,79.90121,2009,11,17,84.5,27.19
6.79601,79.90121,2009,11,18,83.03,26.12
6.79601,79.90121,2009,11,19,82.9,26.49
6.79601,79.90121,2009,11,20,86.48,25.96
6.79601,79.90121,2009,11,21,86.38,26.17
6.79601,79.90121,2009,11,22,84.69,26.53
6.79601,79.90121,2009,11,23,84.83,26.4
6.79601,79.90121,2009,11,24,79.94,26.56
6.79601,79.90121,2009,11,25,80.74,27.07
6.79601,79.90121,2009,11,26,76.04,26.86
6.79601,79.90121,2009,11,27,72.97,26.66
6.79601,79.90121,2009,11,28,79.62,26.9
6.79601,79.90121,2009,11,29,80,26.94
6.79601,79.90121,2009,11,30,82.72,26.91
6.79601,79.90121,2009,12,1,83.82,27.07
6.79601,79.90121,2009,12,2,85.22,26.86
6.79601,79.90121,2009,12,3,82.58,26.8
6.79601,79.90121,2009,12,4,79.52,27.28
6.79601,79.90121,2009,12,5,79.22,27.18
6.79601,79.90121,2009,12,6,80.1,26.53
6.79601,79.90121,2009,12,7,81.23,26.52
6.79601,79.90121,2009,12,8,86.25,26.74
6.79601,79.90121,2009,12,9,84.77,27.02
6.79601,79.90121,2009,12,10,83.98,26.82
6.79601,79.90121,2009,12,11,85.2,27.03
6.79601,79.90121,2009,12,12,87.27,27.06
6.79601,79.90121,2009,12,13,86.65,26.94
6.79601,79.90121,2009,12,14,84.06,26.97
6.79601,79.90121,2009,12,15,83.64,27.09
6.79601,79.90121,2009,12,16,85.61,26.43
6.79601,79.90121,2009,12,17,81.49,26.57
6.79601,79.90121,2009,12,18,81.81,26.89
6.79601,79.90121,2009,12,19,84.43,26.88
6.79601,79.90121,2009,12,20,84.15,27
6.79601,79.90121,2009,12,21,83.66,26.87
6.79601,79.90121,2009,12,22,81.58,26.45
6.79601,79.90121,2009,12,23,82.5,26.52
6.79601,79.90121,2009,12,24,83.85,26.71
6.79601,79.90121,2009,12,25,88.7,26.08
6.79601,79.90121,2009,12,26,86.68,26.31
6.79601,79.90121,2009,12,27,89.62,25.89
6.79601,79.90121,2009,12,28,86.14,25.43
6.79601,79.90121,2009,12,29,86.63,25.25
6.79601,79.90121,2009,12,30,78.44,26.29
6.79601,79.90121,2009,12,31,78.2,26.16
6.79601,79.90121,2010,1,1,78.53,26.27
6.79601,79.90121,2010,1,2,81.28,26.26
6.79601,79.90121,2010,1,3,83.21,26.07
6.79601,79.90121,2010,1,4,79.51,25.54
6.79601,79.90121,2010,1,5,76.09,24.89
6.79601,79.90121,2010,1,6,76.34,25
6.79601,79.90121,2010,1,7,78.27,25.7
6.79601,79.90121,2010,1,8,86.49,25.85
6.79601,79.90121,2010,1,9,85.23,26.31
6.79601,79.90121,2010,1,10,82.49,26.19
6.79601,79.90121,2010,1,11,81.37,26.4
6.79601,79.90121,2010,1,12,82.24,26.3
6.79601,79.90121,2010,1,13,82.71,26.52
6.79601,79.90121,2010,1,14,79.82,26.83
6.79601,79.90121,2010,1,15,78.65,26.45
6.79601,79.90121,2010,1,16,82.69,26.59
6.79601,79.90121,2010,1,17,81.45,26.56
6.79601,79.90121,2010,1,18,81.31,26.32
6.79601,79.90121,2010,1,19,79.78,26.54
6.79601,79.90121,2010,1,20,77.15,26.08
6.79601,79.90121,2010,1,21,77.92,25.79
6.79601,79.90121,2010,1,22,75.87,25.44
6.79601,79.90121,2010,1,23,75.33,25.34
6.79601,79.90121,2010,1,24,74.25,25.52
6.79601,79.90121,2010,1,25,72.91,25.86
6.79601,79.90121,2010,1,26,78.43,26.07
6.79601,79.90121,2010,1,27,82.82,26.58
6.79601,79.90121,2010,1,28,81.61,26.66
6.79601,79.90121,2010,1,29,79.73,26.58
6.79601,79.90121,2010,1,30,83.25,26.55
6.79601,79.90121,2010,1,31,82.07,26.67
6.79601,79.90121,2010,2,1,82.39,26.7
6.79601,79.90121,2010,2,2,82.64,26.64
6.79601,79.90121,2010,2,3,79.83,26.63
6.79601,79.90121,2010,2,4,77.32,26.54
6.79601,79.90121,2010,2,5,78.66,26.57
6.79601,79.90121,2010,2,6,77.63,26.28
6.79601,79.90121,2010,2,7,76.1,26.07
6.79601,79.90121,2010,2,8,74.26,25.94
6.79601,79.90121,2010,2,9,74.4,26.26
6.79601,79.90121,2010,2,10,80.51,26.91
6.79601,79.90121,2010,2,11,81.75,27.11
6.79601,79.90121,2010,2,12,77.74,27.06
6.79601,79.90121,2010,2,13,79.01,27.22
6.79601,79.90121,2010,2,14,76.55,26.75
6.79601,79.90121,2010,2,15,72.5,26.9
6.79601,79.90121,2010,2,16,79.42,26.78
6.79601,79.90121,2010,2,17,83.44,27.25
6.79601,79.90121,2010,2,18,77.96,27.03
6.79601,79.90121,2010,2,19,77.57,27.36
6.79601,79.90121,2010,2,20,76.72,27.11
6.79601,79.90121,2010,2,21,72.7,27.38
6.79601,79.90121,2010,2,22,74.01,27.59
6.79601,79.90121,2010,2,23,71.74,27.1
6.79601,79.90121,2010,2,24,74.5,27.01
6.79601,79.90121,2010,2,25,75.85,27.25
6.79601,79.90121,2010,2,26,73.92,27.45
6.79601,79.90121,2010,2,27,69.14,27.92
6.79601,79.90121,2010,2,28,70.52,27.64
6.79601,79.90121,2010,3,1,65.56,27.49
6.79601,79.90121,2010,3,2,62.75,27.36
6.79601,79.90121,2010,3,3,65.38,26.82
6.79601,79.90121,2010,3,4,74.1,26.87
6.79601,79.90121,2010,3,5,74.71,26.93
6.79601,79.90121,2010,3,6,75.03,26.78
6.79601,79.90121,2010,3,7,79.75,27.63
6.79601,79.90121,2010,3,8,79.06,28.06
6.79601,79.90121,2010,3,9,74.26,28.17
6.79601,79.90121,2010,3,10,70.17,28.12
6.79601,79.90121,2010,3,11,71.06,28.21
6.79601,79.90121,2010,3,12,71.17,28.48
6.79601,79.90121,2010,3,13,74.22,28.19
6.79601,79.90121,2010,3,14,74.49,28.43
6.79601,79.90121,2010,3,15,73.7,28.31
6.79601,79.90121,2010,3,16,73.69,28.08
6.79601,79.90121,2010,3,17,69.15,28.03
6.79601,79.90121,2010,3,18,68.31,28.29
6.79601,79.90121,2010,3,19,71.3,28.55
6.79601,79.90121,2010,3,20,71.77,28.64
6.79601,79.90121,2010,3,21,73.82,28.46
6.79601,79.90121,2010,3,22,80.29,27.91
6.79601,79.90121,2010,3,23,80.22,28.14
6.79601,79.90121,2010,3,24,83.77,27.82
6.79601,79.90121,2010,3,25,78.13,28.27
6.79601,79.90121,2010,3,26,79.14,28.31
6.79601,79.90121,2010,3,27,79.21,28.37
6.79601,79.90121,2010,3,28,70.96,28.39
6.79601,79.90121,2010,3,29,75.8,28.62
6.79601,79.90121,2010,3,30,79.13,28.3
6.79601,79.90121,2010,3,31,80.53,28.3
6.79601,79.90121,2010,4,1,80.52,28.48
6.79601,79.90121,2010,4,2,78.07,28.9
6.79601,79.90121,2010,4,3,77.1,28.78
6.79601,79.90121,2010,4,4,80.67,27.86
6.79601,79.90121,2010,4,5,83.78,27.49
6.79601,79.90121,2010,4,6,74.54,28.15
6.79601,79.90121,2010,4,7,75.59,28.36
6.79601,79.90121,2010,4,8,77.87,28.61
6.79601,79.90121,2010,4,9,81.86,28
6.79601,79.90121,2010,4,10,80.67,28.12
6.79601,79.90121,2010,4,11,74.27,28.81
6.79601,79.90121,2010,4,12,82.66,28.41
6.79601,79.90121,2010,4,13,82.78,28.28
6.79601,79.90121,2010,4,14,84.78,28.4
6.79601,79.90121,2010,4,15,79.15,28.98
6.79601,79.90121,2010,4,16,81.23,28.71
6.79601,79.90121,2010,4,17,84.12,28.29
6.79601,79.90121,2010,4,18,84.62,28.2
6.79601,79.90121,2010,4,19,81.96,28.26
6.79601,79.90121,2010,4,20,84.66,28.26
6.79601,79.90121,2010,4,21,83.68,28.5
6.79601,79.90121,2010,4,22,82.11,28.94
6.79601,79.90121,2010,4,23,84.54,28.65
6.79601,79.90121,2010,4,24,84.58,27.59
6.79601,79.90121,2010,4,25,80.72,27.53
6.79601,79.90121,2010,4,26,86.74,27.21
6.79601,79.90121,2010,4,27,84.58,27.52
6.79601,79.90121,2010,4,28,80.91,27.85
6.79601,79.90121,2010,4,29,81.01,28.49
6.79601,79.90121,2010,4,30,81.88,28.68
6.79601,79.90121,2010,5,1,80.86,28.31
6.79601,79.90121,2010,5,2,78.38,29.01
6.79601,79.90121,2010,5,3,84.64,28.47
6.79601,79.90121,2010,5,4,86.7,28.43
6.79601,79.90121,2010,5,5,86.1,28.55
6.79601,79.90121,2010,5,6,86.19,28.5
6.79601,79.90121,2010,5,7,86.27,28.62
6.79601,79.90121,2010,5,8,88.2,28.33
6.79601,79.90121,2010,5,9,83.83,28.35
6.79601,79.90121,2010,5,10,80.56,28.52
6.79601,79.90121,2010,5,11,86,28.49
6.79601,79.90121,2010,5,12,87.31,28.59
6.79601,79.90121,2010,5,13,87.68,28.79
6.79601,79.90121,2010,5,14,83.41,28.27
6.79601,79.90121,2010,5,15,81.84,28.5
6.79601,79.90121,2010,5,16,83.09,28.49
6.79601,79.90121,2010,5,17,83.75,28.55
6.79601,79.90121,2010,5,18,85.95,28.03
6.79601,79.90121,2010,5,19,86.03,28.03
6.79601,79.90121,2010,5,20,86.74,27.59
6.79601,79.90121,2010,5,21,86.2,27.33
6.79601,79.90121,2010,5,22,86.04,27.35
6.79601,79.90121,2010,5,23,88.22,27.3
6.79601,79.90121,2010,5,24,87.48,27.61
6.79601,79.90121,2010,5,25,86.56,27.71
6.79601,79.90121,2010,5,26,86.54,27.94
6.79601,79.90121,2010,5,27,88.3,27.84
6.79601,79.90121,2010,5,28,87.33,27.86
6.79601,79.90121,2010,5,29,86.77,27.84
6.79601,79.90121,2010,5,30,86,27.69
6.79601,79.90121,2010,5,31,83.67,27.81
6.79601,79.90121,2010,6,1,82.36,28.12
6.79601,79.90121,2010,6,2,84.76,28.01
6.79601,79.90121,2010,6,3,88.08,27.76
6.79601,79.90121,2010,6,4,88.53,27.98
6.79601,79.90121,2010,6,5,82.81,27.87
6.79601,79.90121,2010,6,6,82.62,27.9
6.79601,79.90121,2010,6,7,83.3,27.69
6.79601,79.90121,2010,6,8,80.83,27.25
6.79601,79.90121,2010,6,9,82.89,27.28
6.79601,79.90121,2010,6,10,82.55,27.5
6.79601,79.90121,2010,6,11,85.22,27.38
6.79601,79.90121,2010,6,12,84.33,27.25
6.79601,79.90121,2010,6,13,86.59,27
6.79601,79.90121,2010,6,14,84.74,26.93
6.79601,79.90121,2010,6,15,86.19,27.07
6.79601,79.90121,2010,6,16,87.98,26.91
6.79601,79.90121,2010,6,17,88.74,26.98
6.79601,79.90121,2010,6,18,82.58,26.88
6.79601,79.90121,2010,6,19,86.75,27.02
6.79601,79.90121,2010,6,20,85.93,27.29
6.79601,79.90121,2010,6,21,86.19,27.24
6.79601,79.90121,2010,6,22,85.76,27.12
6.79601,79.90121,2010,6,23,85.22,27.27
6.79601,79.90121,2010,6,24,82.29,27.37
6.79601,79.90121,2010,6,25,85.11,27.07
6.79601,79.90121,2010,6,26,86.36,27.18
6.79601,79.90121,2010,6,27,89.86,27.18
6.79601,79.90121,2010,6,28,89.32,26.96
6.79601,79.90121,2010,6,29,84.54,27.04
6.79601,79.90121,2010,6,30,86.8,26.5
6.79601,79.90121,2010,7,1,86.54,26.51
6.79601,79.90121,2010,7,2,88.98,26.4
6.79601,79.90121,2010,7,3,91.27,26.52
6.79601,79.90121,2010,7,4,89.83,26.59
6.79601,79.90121,2010,7,5,89.19,26.65
6.79601,79.90121,2010,7,6,86.82,26.53
6.79601,79.90121,2010,7,7,86.23,26.92
6.79601,79.90121,2010,7,8,85.87,26.82
6.79601,79.90121,2010,7,9,86.65,26.77
6.79601,79.90121,2010,7,10,86.17,26.65
6.79601,79.90121,2010,7,11,87.41,26.27
6.79601,79.90121,2010,7,12,88.12,26.13
6.79601,79.90121,2010,7,13,87.1,25.96
6.79601,79.90121,2010,7,14,85.5,26.43
6.79601,79.90121,2010,7,15,86.71,26.54
6.79601,79.90121,2010,7,16,86.88,26.56
6.79601,79.90121,2010,7,17,87.07,26.85
6.79601,79.90121,2010,7,18,85.34,26.8
6.79601,79.90121,2010,7,19,83.99,25.99
6.79601,79.90121,2010,7,20,87.18,26.23
6.79601,79.90121,2010,7,21,87.79,26.76
6.79601,79.90121,2010,7,22,86.18,26.73
6.79601,79.90121,2010,7,23,87.66,26.57
6.79601,79.90121,2010,7,24,87.83,26.46
6.79601,79.90121,2010,7,25,87.2,26.5
6.79601,79.90121,2010,7,26,87.63,26.5
6.79601,79.90121,2010,7,27,87.13,26.57
6.79601,79.90121,2010,7,28,87.29,26.12
6.79601,79.90121,2010,7,29,86.25,26.02
6.79601,79.90121,2010,7,30,87.77,25.89
6.79601,79.90121,2010,7,31,89.4,26.09
6.79601,79.90121,2010,8,1,90.07,25.97
6.79601,79.90121,2010,8,2,90.24,26.14
6.79601,79.90121,2010,8,3,90.76,26.17
6.79601,79.90121,2010,8,4,91.32,26.24
6.79601,79.90121,2010,8,5,92.38,26.43
6.79601,79.90121,2010,8,6,92.14,26.62
6.79601,79.90121,2010,8,7,89.54,26.78
6.79601,79.90121,2010,8,8,90.33,26.74
6.79601,79.90121,2010,8,9,89.61,26.63
6.79601,79.90121,2010,8,10,90.47,26.67
6.79601,79.90121,2010,8,11,91.11,26.51
6.79601,79.90121,2010,8,12,90.23,26.16
6.79601,79.90121,2010,8,13,88.24,26.15
6.79601,79.90121,2010,8,14,88.81,26.18
6.79601,79.90121,2010,8,15,89.74,26.05
6.79601,79.90121,2010,8,16,88.44,25.8
6.79601,79.90121,2010,8,17,88.82,25.93
6.79601,79.90121,2010,8,18,89.09,25.95
6.79601,79.90121,2010,8,19,90.56,25.64
6.79601,79.90121,2010,8,20,91.03,25.73
6.79601,79.90121,2010,8,21,89.52,25.53
6.79601,79.90121,2010,8,22,89.57,25.91
6.79601,79.90121,2010,8,23,88.25,25.95
6.79601,79.90121,2010,8,24,89.13,25.8
6.79601,79.90121,2010,8,25,88.19,25.69
6.79601,79.90121,2010,8,26,87.78,25.65
6.79601,79.90121,2010,8,27,87.69,25.82
6.79601,79.90121,2010,8,28,90.7,25.99
6.79601,79.90121,2010,8,29,91.03,26.01
6.79601,79.90121,2010,8,30,88.3,25.51
6.79601,79.90121,2010,8,31,86.63,25.67
6.79601,79.90121,2010,9,1,87.51,25.85
6.79601,79.90121,2010,9,2,86.49,26.08
6.79601,79.90121,2010,9,3,88.08,26.3
6.79601,79.90121,2010,9,4,87.59,26.38
6.79601,79.90121,2010,9,5,84.6,26.44
6.79601,79.90121,2010,9,6,84.84,26.57
6.79601,79.90121,2010,9,7,88.25,26.44
6.79601,79.90121,2010,9,8,88.16,26.54
6.79601,79.90121,2010,9,9,88.13,26.62
6.79601,79.90121,2010,9,10,87.11,26.4
6.79601,79.90121,2010,9,11,83.48,26.63
6.79601,79.90121,2010,9,12,87.81,26.6
6.79601,79.90121,2010,9,13,87.07,26.73
6.79601,79.90121,2010,9,14,84.65,26.61
6.79601,79.90121,2010,9,15,86.24,26.57
6.79601,79.90121,2010,9,16,86.5,26.57
6.79601,79.90121,2010,9,17,85.05,26.74
6.79601,79.90121,2010,9,18,87.08,26.29
6.79601,79.90121,2010,9,19,88.67,26.2
6.79601,79.90121,2010,9,20,84.04,26.2
6.79601,79.90121,2010,9,21,84.29,26.11
6.79601,79.90121,2010,9,22,86.29,26
6.79601,79.90121,2010,9,23,89.19,25.92
6.79601,79.90121,2010,9,24,87.55,26.13
6.79601,79.90121,2010,9,25,86.67,26.37
6.79601,79.90121,2010,9,26,87.25,26.31
6.79601,79.90121,2010,9,27,87.86,26.14
6.79601,79.90121,2010,9,28,88.13,26.13
6.79601,79.90121,2010,9,29,84.94,25.99
6.79601,79.90121,2010,9,30,87.31,25.8
6.79601,79.90121,2010,10,1,86.75,25.99
6.79601,79.90121,2010,10,2,87.49,26.01
6.79601,79.90121,2010,10,3,88.9,26.06
6.79601,79.90121,2010,10,4,87.16,26.67
6.79601,79.90121,2010,10,5,87.32,26.94
6.79601,79.90121,2010,10,6,85.25,27.1
6.79601,79.90121,2010,10,7,86.58,27.03
6.79601,79.90121,2010,10,8,88.15,26.97
6.79601,79.90121,2010,10,9,88.59,26.78
6.79601,79.90121,2010,10,10,85.53,26.79
6.79601,79.90121,2010,10,11,85.17,26.84
6.79601,79.90121,2010,10,12,85.97,26.61
6.79601,79.90121,2010,10,13,85.53,26.27
6.79601,79.90121,2010,10,14,84.74,26.23
6.79601,79.90121,2010,10,15,83,26.34
6.79601,79.90121,2010,10,16,83.35,26.52
6.79601,79.90121,2010,10,17,79.83,26.66
6.79601,79.90121,2010,10,18,81.44,26.57
6.79601,79.90121,2010,10,19,80.12,26.33
6.79601,79.90121,2010,10,20,80.05,25.83
6.79601,79.90121,2010,10,21,82.41,26.1
6.79601,79.90121,2010,10,22,80.61,26.35
6.79601,79.90121,2010,10,23,77.72,26.54
6.79601,79.90121,2010,10,24,85.52,26.57
6.79601,79.90121,2010,10,25,86.87,26.32
6.79601,79.90121,2010,10,26,83.6,26.3
6.79601,79.90121,2010,10,27,83.29,26.14
6.79601,79.90121,2010,10,28,85,25.94
6.79601,79.90121,2010,10,29,83.03,26.46
6.79601,79.90121,2010,10,30,87.26,26.13
6.79601,79.90121,2010,10,31,86.84,26.24
6.79601,79.90121,2010,11,1,85.4,26.66
6.79601,79.90121,2010,11,2,82.04,26.68
6.79601,79.90121,2010,11,3,86.4,26.51
6.79601,79.90121,2010,11,4,87.01,26.29
6.79601,79.90121,2010,11,5,83.74,26.12
6.79601,79.90121,2010,11,6,82.38,26.06
6.79601,79.90121,2010,11,7,84.23,26.94
6.79601,79.90121,2010,11,8,82.24,27.14
6.79601,79.90121,2010,11,9,82.47,26.95
6.79601,79.90121,2010,11,10,87.3,26.07
6.79601,79.90121,2010,11,11,84.46,25.63
6.79601,79.90121,2010,11,12,83.96,26.33
6.79601,79.90121,2010,11,13,84.07,26.67
6.79601,79.90121,2010,11,14,84.72,26.89
6.79601,79.90121,2010,11,15,80.89,26.92
6.79601,79.90121,2010,11,16,82.81,26.51
6.79601,79.90121,2010,11,17,84.26,26.09
6.79601,79.90121,2010,11,18,79,26.64
6.79601,79.90121,2010,11,19,86.31,25.76
6.79601,79.90121,2010,11,20,87.77,25.74
6.79601,79.90121,2010,11,21,84.49,25.98
6.79601,79.90121,2010,11,22,83.24,25.96
6.79601,79.90121,2010,11,23,88.73,25.5
6.79601,79.90121,2010,11,24,87.98,25.65
6.79601,79.90121,2010,11,25,87.39,25.96
6.79601,79.90121,2010,11,26,89.68,26.14
6.79601,79.90121,2010,11,27,87.71,26.15
6.79601,79.90121,2010,11,28,90.9,26.02
6.79601,79.90121,2010,11,29,81.83,26.41
6.79601,79.90121,2010,11,30,83.98,25.91
6.79601,79.90121,2010,12,1,89.27,25.38
6.79601,79.90121,2010,12,2,81.73,25.98
6.79601,79.90121,2010,12,3,87.94,26.02
6.79601,79.90121,2010,12,4,87.82,25.87
6.79601,79.90121,2010,12,5,85.82,25.65
6.79601,79.90121,2010,12,6,88.18,25.6
6.79601,79.90121,2010,12,7,87.11,26.59
6.79601,79.90121,2010,12,8,83.98,26.53
6.79601,79.90121,2010,12,9,85.54,25.96
6.79601,79.90121,2010,12,10,84.36,26.35
6.79601,79.90121,2010,12,11,82.9,26.35
6.79601,79.90121,2010,12,12,83.9,26.28
6.79601,79.90121,2010,12,13,75.76,26.14
6.79601,79.90121,2010,12,14,76.65,26.04
6.79601,79.90121,2010,12,15,75.79,26.13
6.79601,79.90121,2010,12,16,78.02,25.87
6.79601,79.90121,2010,12,17,79,26.29
6.79601,79.90121,2010,12,18,81.44,26.47
6.79601,79.90121,2010,12,19,77.02,26.28
6.79601,79.90121,2010,12,20,78.5,26.4
6.79601,79.90121,2010,12,21,83.79,26.26
6.79601,79.90121,2010,12,22,86.11,25.96
6.79601,79.90121,2010,12,23,86.97,25.14
6.79601,79.90121,2010,12,24,85.74,24.88
6.79601,79.90121,2010,12,25,90.95,25.38
6.79601,79.90121,2010,12,26,83.74,25.72
6.79601,79.90121,2010,12,27,80.8,25.58
6.79601,79.90121,2010,12,28,85.56,25.35
6.79601,79.90121,2010,12,29,86.9,25.54
6.79601,79.90121,2010,12,30,87.16,25.92
6.79601,79.90121,2010,12,31,86.51,25.86
6.79601,79.90121,2011,1,1,83.11,25.77
6.79601,79.90121,2011,1,2,84.47,25.9
6.79601,79.90121,2011,1,3,85.66,25.69
6.79601,79.90121,2011,1,4,87.4,25.2
6.79601,79.90121,2011,1,5,86.6,25.54
6.79601,79.90121,2011,1,6,85.57,25.6
6.79601,79.90121,2011,1,7,88.48,25.47
6.79601,79.90121,2011,1,8,88.72,25.67
6.79601,79.90121,2011,1,9,90.19,25.74
6.79601,79.90121,2011,1,10,89,25.77
6.79601,79.90121,2011,1,11,89.71,25.38
6.79601,79.90121,2011,1,12,86.81,25.41
6.79601,79.90121,2011,1,13,87.55,24.88
6.79601,79.90121,2011,1,14,84.54,25.57
6.79601,79.90121,2011,1,15,88.55,25.89
6.79601,79.90121,2011,1,16,88.2,26.04
6.79601,79.90121,2011,1,17,85.54,26.12
6.79601,79.90121,2011,1,18,83.72,25.95
6.79601,79.90121,2011,1,19,77.92,25.33
6.79601,79.90121,2011,1,20,76.01,25.02
6.79601,79.90121,2011,1,21,76.29,25.01
6.79601,79.90121,2011,1,22,79.15,25.26
6.79601,79.90121,2011,1,23,77.49,25.17
6.79601,79.90121,2011,1,24,79.33,25.38
6.79601,79.90121,2011,1,25,81.89,25.69
6.79601,79.90121,2011,1,26,86.39,25.94
6.79601,79.90121,2011,1,27,84.77,26.1
6.79601,79.90121,2011,1,28,85.24,26.19
6.79601,79.90121,2011,1,29,86.68,26.08
6.79601,79.90121,2011,1,30,85.46,26.39
6.79601,79.90121,2011,1,31,88.74,25.67
6.79601,79.90121,2011,2,1,90.01,25.63
6.79601,79.90121,2011,2,2,89.51,25.44
6.79601,79.90121,2011,2,3,88.2,25.78
6.79601,79.90121,2011,2,4,89.45,25.41
6.79601,79.90121,2011,2,5,87.25,25.94
6.79601,79.90121,2011,2,6,87.95,25.99
6.79601,79.90121,2011,2,7,90.11,25.65
6.79601,79.90121,2011,2,8,86.63,26.15
6.79601,79.90121,2011,2,9,86.19,26.09
6.79601,79.90121,2011,2,10,81.28,25.95
6.79601,79.90121,2011,2,11,80.72,25.93
6.79601,79.90121,2011,2,12,79.89,26.03
6.79601,79.90121,2011,2,13,78.41,25.58
6.79601,79.90121,2011,2,14,79.16,25.6
6.79601,79.90121,2011,2,15,83,25.97
6.79601,79.90121,2011,2,16,81.08,26.14
6.79601,79.90121,2011,2,17,78.66,26.32
6.79601,79.90121,2011,2,18,82.3,26.12
6.79601,79.90121,2011,2,19,84.63,26.11
6.79601,79.90121,2011,2,20,83.02,26.5
6.79601,79.90121,2011,2,21,84.4,26.37
6.79601,79.90121,2011,2,22,80.3,26.79
6.79601,79.90121,2011,2,23,76.3,26.71
6.79601,79.90121,2011,2,24,75.98,26.78
6.79601,79.90121,2011,2,25,77.25,26.39
6.79601,79.90121,2011,2,26,78.04,26.52
6.79601,79.90121,2011,2,27,76.88,26.28
6.79601,79.90121,2011,2,28,83.65,26.09
6.79601,79.90121,2011,3,1,82.39,26.28
6.79601,79.90121,2011,3,2,82.48,26.44
6.79601,79.90121,2011,3,3,82.95,26.52
6.79601,79.90121,2011,3,4,78.3,26.78
6.79601,79.90121,2011,3,5,84.54,26.24
6.79601,79.90121,2011,3,6,77.54,27.01
6.79601,79.90121,2011,3,7,78.92,26.91
6.79601,79.90121,2011,3,8,73.6,27.03
6.79601,79.90121,2011,3,9,71.44,27.18
6.79601,79.90121,2011,3,10,71.53,26.8
6.79601,79.90121,2011,3,11,71.67,26.49
6.79601,79.90121,2011,3,12,78.33,27.04
6.79601,79.90121,2011,3,13,83.05,27.5
6.79601,79.90121,2011,3,14,85.63,27.42
6.79601,79.90121,2011,3,15,84.42,27.41
6.79601,79.90121,2011,3,16,83.65,27.35
6.79601,79.90121,2011,3,17,80.69,27.24
6.79601,79.90121,2011,3,18,84.19,26.51
6.79601,79.90121,2011,3,19,80.85,27.06
6.79601,79.90121,2011,3,20,82.73,27.1
6.79601,79.90121,2011,3,21,83.88,26.81
6.79601,79.90121,2011,3,22,82.82,27.02
6.79601,79.90121,2011,3,23,85.61,26.68
6.79601,79.90121,2011,3,24,83.58,27.12
6.79601,79.90121,2011,3,25,81.7,27.7
6.79601,79.90121,2011,3,26,81.88,27.59
6.79601,79.90121,2011,3,27,81.02,27.74
6.79601,79.90121,2011,3,28,83.38,27.67
6.79601,79.90121,2011,3,29,84.58,27.45
6.79601,79.90121,2011,3,30,82.29,27.33
6.79601,79.90121,2011,3,31,80.36,27.37
6.79601,79.90121,2011,4,1,80.99,27.48
6.79601,79.90121,2011,4,2,83.4,27.15
6.79601,79.90121,2011,4,3,82.15,27.11
6.79601,79.90121,2011,4,4,80.03,27.52
6.79601,79.90121,2011,4,5,81.3,27.44
6.79601,79.90121,2011,4,6,74.5,27.42
6.79601,79.90121,2011,4,7,77.88,27.23
6.79601,79.90121,2011,4,8,84.36,26.69
6.79601,79.90121,2011,4,9,84.41,26.84
6.79601,79.90121,2011,4,10,79.99,27.3
6.79601,79.90121,2011,4,11,80.88,27.41
6.79601,79.90121,2011,4,12,87.55,26.72
6.79601,79.90121,2011,4,13,82.25,27.33
6.79601,79.90121,2011,4,14,88.44,26.82
6.79601,79.90121,2011,4,15,85.51,27.08
6.79601,79.90121,2011,4,16,78.89,27.3
6.79601,79.90121,2011,4,17,82.12,26.87
6.79601,79.90121,2011,4,18,84.79,26.91
6.79601,79.90121,2011,4,19,89.17,26.38
6.79601,79.90121,2011,4,20,86.89,26.33
6.79601,79.90121,2011,4,21,86.79,26.72
6.79601,79.90121,2011,4,22,85.44,27.12
6.79601,79.90121,2011,4,23,84.81,26.79
6.79601,79.90121,2011,4,24,86.23,26.32
6.79601,79.90121,2011,4,25,87.19,26.65
6.79601,79.90121,2011,4,26,83.08,27.36
6.79601,79.90121,2011,4,27,78.82,27.79
6.79601,79.90121,2011,4,28,84.54,27.69
6.79601,79.90121,2011,4,29,86.1,27.83
6.79601,79.90121,2011,4,30,86.72,27.81
6.79601,79.90121,2011,5,1,85.64,27.87
6.79601,79.90121,2011,5,2,84.93,27.74
6.79601,79.90121,2011,5,3,86.44,28
6.79601,79.90121,2011,5,4,87.01,27.89
6.79601,79.90121,2011,5,5,86.93,27.77
